,Emotions,Path,Processed_Path
243,neutral,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-01-01-02-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-01-01-02-02-05.wav
244,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-02-01-01-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-01-01-01-05.wav
245,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-02-01-01-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-01-01-02-05.wav
246,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-02-01-02-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-01-02-01-05.wav
247,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-02-01-02-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-01-02-02-05.wav
248,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-02-02-01-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-02-01-01-05.wav
249,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-02-02-01-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-02-01-02-05.wav
250,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-02-02-02-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-02-02-01-05.wav
251,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-02-02-02-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-02-02-02-05.wav
252,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-03-01-01-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-01-01-01-05.wav
253,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-03-01-01-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-01-01-02-05.wav
254,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-03-01-02-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-01-02-01-05.wav
255,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-03-01-02-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-01-02-02-05.wav
256,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-03-02-01-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-02-01-01-05.wav
257,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-03-02-01-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-02-01-02-05.wav
258,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-03-02-02-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-02-02-01-05.wav
259,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-03-02-02-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-02-02-02-05.wav
260,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-04-01-01-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-01-01-01-05.wav
261,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-04-01-01-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-01-01-02-05.wav
262,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-04-01-02-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-01-02-01-05.wav
263,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-04-01-02-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-01-02-02-05.wav
264,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-04-02-01-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-02-01-01-05.wav
265,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-04-02-01-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-02-01-02-05.wav
266,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-04-02-02-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-02-02-01-05.wav
267,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-04-02-02-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-02-02-02-05.wav
268,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-05-01-01-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-01-01-01-05.wav
269,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-05-01-01-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-01-01-02-05.wav
270,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-05-01-02-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-01-02-01-05.wav
271,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-05-01-02-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-01-02-02-05.wav
272,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-05-02-01-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-02-01-01-05.wav
273,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-05-02-01-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-02-01-02-05.wav
274,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-05-02-02-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-02-02-01-05.wav
275,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-05-02-02-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-02-02-02-05.wav
276,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-06-01-01-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-01-01-01-05.wav
277,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-06-01-01-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-01-01-02-05.wav
278,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-06-01-02-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-01-02-01-05.wav
279,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-06-01-02-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-01-02-02-05.wav
280,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-06-02-01-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-02-01-01-05.wav
281,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-06-02-01-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-02-01-02-05.wav
282,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-06-02-02-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-02-02-01-05.wav
283,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-06-02-02-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-02-02-02-05.wav
284,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-07-01-01-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-01-01-01-05.wav
285,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-07-01-01-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-01-01-02-05.wav
286,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-07-01-02-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-01-02-01-05.wav
287,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-07-01-02-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-01-02-02-05.wav
288,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-07-02-01-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-02-01-01-05.wav
289,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-07-02-01-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-02-01-02-05.wav
290,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-07-02-02-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-02-02-01-05.wav
291,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-07-02-02-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-02-02-02-05.wav
292,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-08-01-01-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-01-01-01-05.wav
293,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-08-01-01-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-01-01-02-05.wav
294,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-08-01-02-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-01-02-01-05.wav
295,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-08-01-02-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-01-02-02-05.wav
296,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-08-02-01-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-02-01-01-05.wav
297,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-08-02-01-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-02-01-02-05.wav
298,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-08-02-02-01-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-02-02-01-05.wav
299,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_05/03-01-08-02-02-02-05.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-02-02-02-05.wav
300,neutral,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-01-01-01-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-01-01-01-01-06.wav
301,neutral,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-01-01-01-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-01-01-01-02-06.wav
302,neutral,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-01-01-02-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-01-01-02-01-06.wav
303,neutral,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-01-01-02-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-01-01-02-02-06.wav
304,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-02-01-01-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-01-01-01-06.wav
305,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-02-01-01-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-01-01-02-06.wav
306,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-02-01-02-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-01-02-01-06.wav
307,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-02-01-02-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-01-02-02-06.wav
308,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-02-02-01-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-02-01-01-06.wav
309,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-02-02-01-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-02-01-02-06.wav
310,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-02-02-02-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-02-02-01-06.wav
311,calm,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-02-02-02-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-02-02-02-02-06.wav
312,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-03-01-01-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-01-01-01-06.wav
313,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-03-01-01-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-01-01-02-06.wav
314,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-03-01-02-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-01-02-01-06.wav
315,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-03-01-02-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-01-02-02-06.wav
316,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-03-02-01-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-02-01-01-06.wav
317,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-03-02-01-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-02-01-02-06.wav
318,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-03-02-02-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-02-02-01-06.wav
319,happy,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-03-02-02-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-03-02-02-02-06.wav
320,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-04-01-01-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-01-01-01-06.wav
321,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-04-01-01-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-01-01-02-06.wav
322,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-04-01-02-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-01-02-01-06.wav
323,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-04-01-02-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-01-02-02-06.wav
324,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-04-02-01-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-02-01-01-06.wav
325,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-04-02-01-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-02-01-02-06.wav
326,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-04-02-02-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-02-02-01-06.wav
327,sad,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-04-02-02-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-04-02-02-02-06.wav
328,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-05-01-01-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-01-01-01-06.wav
329,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-05-01-01-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-01-01-02-06.wav
330,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-05-01-02-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-01-02-01-06.wav
331,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-05-01-02-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-01-02-02-06.wav
332,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-05-02-01-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-02-01-01-06.wav
333,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-05-02-01-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-02-01-02-06.wav
334,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-05-02-02-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-02-02-01-06.wav
335,angry,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-05-02-02-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-05-02-02-02-06.wav
336,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-06-01-01-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-01-01-01-06.wav
337,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-06-01-01-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-01-01-02-06.wav
338,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-06-01-02-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-01-02-01-06.wav
339,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-06-01-02-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-01-02-02-06.wav
340,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-06-02-01-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-02-01-01-06.wav
341,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-06-02-01-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-02-01-02-06.wav
342,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-06-02-02-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-02-02-01-06.wav
343,fear,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-06-02-02-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-06-02-02-02-06.wav
344,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-07-01-01-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-01-01-01-06.wav
345,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-07-01-01-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-01-01-02-06.wav
346,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-07-01-02-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-01-02-01-06.wav
347,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-07-01-02-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-01-02-02-06.wav
348,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-07-02-01-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-02-01-01-06.wav
349,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-07-02-01-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-02-01-02-06.wav
350,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-07-02-02-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-02-02-01-06.wav
351,disgust,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-07-02-02-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-07-02-02-02-06.wav
352,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-08-01-01-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-01-01-01-06.wav
353,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-08-01-01-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-01-01-02-06.wav
354,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-08-01-02-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-01-02-01-06.wav
355,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-08-01-02-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-01-02-02-06.wav
356,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-08-02-01-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-02-01-01-06.wav
357,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-08-02-01-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-02-01-02-06.wav
358,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-08-02-02-01-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-02-02-01-06.wav
359,surprise,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_06/03-01-08-02-02-02-06.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-08-02-02-02-06.wav
360,neutral,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_07/03-01-01-01-01-01-07.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-01-01-01-01-07.wav
361,neutral,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_07/03-01-01-01-01-02-07.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-01-01-01-02-07.wav
362,neutral,/Users/ggocc/OneDrive/Documentos/miniprojeto2/data/raw/Actor_07/03-01-01-01-02-01-07.wav,c:\Users\ggocc\OneDrive\Documentos\miniprojeto2\data\processed_audio\03-01-01-01-02-01-07.wav
